DOY,hour,SoilT,SoilM,flux,time
137,7,13.3,0.2475,0.00046865,137.1458333
137,8,13,0.246,0.00047625,137.1666667
137,9,12.65,0.242,0.0004547,137.1875
138,0,10.85,0.2245,0.0004698,138
138,1,10.55,0.224,0.00048405,138.0208333
138,10,9.475,0.222,0.0002876,138.2083333
138,11,9.8,0.222,0.00046435,138.2291667
138,12,10.05,0.222,0.0004753,138.25
138,13,10.2,0.221,0.00051025,138.2708333
138,14,10.25,0.221,0.0004404,138.2916667
138,15,10.25,0.221,0.000428,138.3125
138,16,10.4,0.221,0.00047855,138.3333333
138,17,10.45,0.221,0.0004365,138.3541667
138,18,10.55,0.2205,0.00053555,138.375
138,19,10.55,0.22,0.00067915,138.3958333
138,2,10.35,0.224,0.0004346,138.0416667
138,20,10.45,0.22,0.00067835,138.4166667
138,21,10.25,0.22,0.0006966,138.4375
138,22,10,0.22,0.00052555,138.4583333
138,23,10.3,0.22,0.0006485,138.4791667
138,3,10.15,0.224,0.0005088,138.0625
138,4,9.95,0.223,0.0004326,138.0833333
138,5,9.75,0.223,0.0005765,138.1041667
138,6,9.6,0.223,0.00046245,138.125
138,7,9.55,0.223,0.0004576,138.1458333
138,8,9.4,0.222,0.0005781,138.1666667
138,9,9.4,0.222,0.00036425,138.1875
139,0,9.45,0.22,0.0006349,139
139,1,9.35,0.22,0.00061595,139.0208333
139,10,8.6,0.219,0.0005582,139.2083333
139,11,8.95,0.219,0.0005489,139.2291667
139,12,9.45,0.219,0.0004822,139.25
139,13,10.35,0.219,0.0004847,139.2708333
139,14,11.1,0.2185,0.0005519,139.2916667
139,15,11.6,0.218,0.0005701,139.3125
139,16,11.85,0.218,0.00053495,139.3333333
139,17,12.05,0.218,0.00059505,139.3541667
139,18,12.1,0.218,0.00052905,139.375
139,19,12.2,0.218,0.0006056,139.3958333
139,2,9.15,0.219,0.00058325,139.0416667
139,20,12,0.218,0.0004559,139.4166667
139,21,11.7,0.218,0.0003824,139.4375
139,22,11.55,0.218,0.00059035,139.4583333
139,23,11.4,0.2175,NA,139.4791667
139,3,9.05,0.219,0.00065055,139.0625
139,4,8.75,0.219,0.0004929,139.0833333
139,5,8.55,0.219,0.0005469,139.1041667
139,6,8.1,0.219,0.0004578,139.125
139,7,7.8,0.219,0.0003808,139.1458333
139,8,8,0.219,0.0003146,139.1666667
139,9,8.35,0.219,0.0003886,139.1875
140,0,11.25,0.217,0.0005524,140
140,1,11.05,0.217,0.00068075,140.0208333
140,10,10.2,0.217,0.0004539,140.2083333
140,11,10.7,0.217,0.0005676,140.2291667
140,12,11.45,0.217,0.00048,140.25
140,13,12.1,0.217,0.00057295,140.2708333
140,14,12.575,0.217,0.0005066,140.2916667
140,15,12.9,0.2165,0.00061675,140.3125
140,16,13.25,0.216,0.0008634,140.3333333
140,17,13.45,0.216,0.00085925,140.3541667
140,18,13.5,0.216,0.00069295,140.375
140,19,13.45,0.216,0.00071235,140.3958333
140,2,10.85,0.217,0.0004465,140.0416667
140,20,13.4,0.216,0.0006567,140.4166667
140,21,13.25,0.216,0.00056085,140.4375
140,22,13.1,0.216,0.0006103,140.4583333
140,23,12.2,0.216,0.00058715,140.4791667
140,3,10.75,0.217,0.0004863,140.0625
140,4,10.575,0.217,0.0006052,140.0833333
140,5,10.4,0.217,0.0004247,140.1041667
140,6,9.95,0.217,0.00052195,140.125
140,7,9.7,0.217,0.0005841,140.1458333
140,8,9.7,0.217,0.00053505,140.1666667
140,9,9.9,0.217,0.00053435,140.1875
141,0,12.9,0.216,0.00055715,141
141,1,12.775,0.216,0.0005552,141.0208333
141,10,11.6,0.215,0.000701,141.2083333
141,11,12.1,0.215,0.00069535,141.2291667
141,12,12.65,0.215,0.0006812,141.25
141,13,13.65,0.215,0.0006962,141.2708333
141,14,14.45,0.215,0.00080955,141.2916667
141,15,14.85,0.215,0.0007393,141.3125
141,16,15.15,0.215,0.0008157,141.3333333
141,17,15.3,0.215,0.0008202,141.3541667
141,18,15.4,0.215,0.0007808,141.375
141,19,15.35,0.214,0.0007722,141.3958333
141,2,12.65,0.216,0.0006643,141.0416667
141,20,15.15,0.214,0.00077895,141.4166667
141,21,14.9,0.214,0.00057,141.4375
141,22,14.65,0.214,0.00060625,141.4583333
141,23,13.7,0.214,0.0005959,141.4791667
141,3,12.5,0.216,0.00059375,141.0625
141,4,12.35,0.216,0.000435,141.0833333
141,5,12.1,0.215,0.0005281,141.1041667
141,6,11.75,0.215,0.00062565,141.125
141,7,11.3,0.215,0.0007065,141.1458333
141,8,11.3,0.215,0.0007883,141.1666667
141,9,11.45,0.215,0.0006617,141.1875
142,0,14.15,0.214,0.0005756,142
142,1,13.95,0.214,0.00056675,142.0208333
142,10,12.5,0.214,0.0006523,142.2083333
142,11,12.9,0.214,0.0006388,142.2291667
142,12,13.4,0.214,0.00063485,142.25
142,13,14.2,0.214,0.00063915,142.2708333
142,14,14.95,0.213,0.00073675,142.2916667
142,15,15.3,0.213,0.00077955,142.3125
142,16,15.6,0.213,0.0005274,142.3333333
142,17,15.7,0.213,0.0007302,142.3541667
142,18,15.65,0.213,0.0007799,142.375
142,19,15.55,0.213,0.0007448,142.3958333
142,2,13.85,0.214,0.00071755,142.0416667
142,20,15.35,0.213,0.0005923,142.4166667
142,21,15.2,0.213,0.0005978,142.4375
142,22,15.05,0.213,0.00069925,142.4583333
142,23,14.65,0.213,0.0006623,142.4791667
142,3,13.65,0.214,0.00061925,142.0625
142,4,13.4,0.214,0.00053455,142.0833333
142,5,13.05,0.214,0.0006873,142.1041667
142,6,12.55,0.214,0.00065865,142.125
142,7,12.15,0.214,0.00069225,142.1458333
142,8,12.1,0.214,0.00075185,142.1666667
142,9,12.2,0.214,0.00060155,142.1875
143,0,14.65,0.213,0.00068715,143
143,1,14.45,0.213,0.00063115,143.0208333
143,10,13.2,0.212,0.00049125,143.2083333
143,11,13,0.212,0.0004432,143.2291667
143,12,12.6,0.212,0.0004938,143.25
143,13,13.3,0.212,0.00056015,143.2708333
143,14,13.7,0.212,0.00065575,143.2916667
143,15,13.9,0.212,0.00061985,143.3125
143,16,14.05,0.212,0.00059845,143.3333333
143,17,14.1,0.212,0.0006809,143.3541667
143,18,14.2,0.212,0.00085545,143.375
143,19,14.2,0.212,0.00096385,143.3958333
143,2,14.2,0.213,0.0006673,143.0416667
143,20,14.05,0.212,0.0009666,143.4166667
143,21,13.8,0.212,0.00071565,143.4375
143,22,13.55,0.212,0.0006858,143.4583333
143,23,14.55,0.212,0.0005333,143.4791667
143,3,13.95,0.213,0.00061345,143.0625
143,4,13.85,0.213,0.0006147,143.0833333
143,5,13.625,0.213,0.0006079,143.1041667
143,6,13.35,0.213,0.00053565,143.125
143,7,13.15,0.212,0.0004963,143.1458333
143,8,13.1,0.212,NA,143.1666667
143,9,13.1,0.212,0.00049255,143.1875
144,0,13.025,0.212,0.0004035,144
144,1,12.8,0.212,0.0007573,144.0208333
144,10,12,0.223,0.00098245,144.2083333
144,11,12.4,0.2225,0.00126645,144.2291667
144,12,13.1,0.222,0.0010437,144.25
144,13,13.35,0.2215,0.00119905,144.2708333
144,14,13.35,0.221,0.0010883,144.2916667
144,15,13.7,0.2205,0.0009756,144.3125
144,16,14.15,0.22,0.0011241,144.3333333
144,17,14.3,0.22,0.00093465,144.3541667
144,18,14.3,0.219,0.0012836,144.375
144,19,14.425,0.219,0.0012016,144.3958333
144,2,12.8,0.225,NA,144.0416667
144,20,14.45,0.219,0.00096935,144.4166667
144,21,14.25,0.2185,0.00116305,144.4375
144,22,14.05,0.218,0.00089945,144.4583333
144,23,13.9,0.218,NA,144.4791667
144,3,12.75,0.236,0.00070535,144.0625
144,4,12.55,0.2305,0.0008047,144.0833333
144,5,12.35,0.2285,0.0012479,144.1041667
144,6,12.15,0.22675,0.0006449,144.125
144,7,11.9,0.226,0.00070495,144.1458333
144,8,11.7,0.225,0.00075795,144.1666667
144,9,11.85,0.22425,0.0014528,144.1875
145,0,13.75,0.218,0.00068865,145
145,1,13.55,0.218,0.0006344,145.0208333
145,10,12.5,0.216,0.0006227,145.2083333
145,11,12.7,0.216,0.00062785,145.2291667
145,12,12.8,0.216,0.0006483,145.25
145,13,13.55,0.216,0.0006143,145.2708333
145,14,14.05,0.216,0.0006283,145.2916667
145,15,14.35,0.215,0.00063285,145.3125
145,16,14.5,0.215,0.0008488,145.3333333
145,17,14.5,0.215,0.000453,145.3541667
145,18,14.5,0.215,0.00059885,145.375
145,19,14.5,0.215,0.0004488,145.3958333
145,2,13.375,0.217,0.0007023,145.0416667
145,20,14.45,0.215,0.0005184,145.4166667
145,21,14.25,0.215,0.0007191,145.4375
145,22,14.05,0.214,0.00070295,145.4583333
145,23,13.85,0.214,0.0006671,145.4791667
145,3,13.25,0.217,0.0003602,145.0625
145,4,13.1,0.217,0.0005924,145.0833333
145,5,13.05,0.217,0.0006729,145.1041667
145,6,12.7,0.217,0.00083415,145.125
145,7,12.45,0.217,NA,145.1458333
145,8,12.35,0.21675,0.0008574,145.1666667
145,9,12.5,0.216,0.0004162,145.1875
146,0,13.5,0.214,0.00088365,146
146,1,13.15,0.214,0.0006692,146.0208333
146,10,11.1,0.214,0.00042725,146.2083333
146,11,11.3,0.214,0.00045335,146.2291667
146,12,11.75,0.214,0.0005537,146.25
146,13,12.1,0.214,0.00056375,146.2708333
146,14,12.12666667,0.2149,NA,146.2916667
146,15,12.02888889,0.2161,NA,146.3125
146,16,11.93111111,0.2173,NA,146.3333333
146,17,11.83333333,0.2185,NA,146.3541667
146,18,11.73555556,0.2197,NA,146.375
146,19,11.63777778,0.2209,NA,146.3958333
146,2,12.85,0.214,0.00094625,146.0416667
146,20,11.54,0.2221,NA,146.4166667
146,21,11.44222222,0.2233,NA,146.4375
146,22,11.34444444,0.2245,NA,146.4583333
146,23,11.24666667,0.2257,NA,146.4791667
146,3,12.3,0.214,0.0007064,146.0625
146,4,11.9125,0.214,0.0007633,146.0833333
146,5,11.5625,0.214,NA,146.1041667
146,6,11.2,0.214,0.00046425,146.125
146,7,10.95,0.214,0.0008628,146.1458333
146,8,10.95,0.214,0.00041535,146.1666667
146,9,11.05,0.214,0.0006608,146.1875
147,0,11.14888889,0.2269,NA,147
147,1,11.05111111,0.2281,NA,147.0208333
147,10,10.17111111,0.2389,NA,147.2083333
147,11,10.07333333,0.2401,NA,147.2291667
147,12,10.05,0.2405,0.00048665,147.25
147,13,10.175,0.239625,NA,147.2708333
147,14,10.275,0.239125,0.0006803,147.2916667
147,15,10.3,0.237,0.0005851,147.3125
147,16,10.4,0.2345,0.0006508,147.3333333
147,17,10.45,0.233,NA,147.3541667
147,18,10.5,0.2315,0.00046645,147.375
147,19,10.5,0.23,0.0009154,147.3958333
147,2,10.95333333,0.2293,NA,147.0416667
147,20,10.6,0.228857143,0.0006378,147.4166667
147,21,11,0.228285714,NA,147.4375
147,22,11.4,0.227714286,NA,147.4583333
147,23,11.8,0.227142857,0.0006004,147.4791667
147,3,10.85555556,0.2305,NA,147.0625
147,4,10.75777778,0.2317,NA,147.0833333
147,5,10.66,0.2329,NA,147.1041667
147,6,10.56222222,0.2341,NA,147.125
147,7,10.46444444,0.2353,NA,147.1458333
147,8,10.36666667,0.2365,NA,147.1666667
147,9,10.26888889,0.2377,NA,147.1875
148,0,11.3,0.226625,NA,148
148,1,10.5,0.226125,0.0004742,148.0208333
148,10,9.9,0.225833333,0.0015148,148.2083333
148,11,9.9,0.2255,NA,148.2291667
148,12,9.9,0.22525,0.0003585,148.25
148,13,9.9,0.226,0.00046345,148.2708333
148,14,9.925,0.22575,NA,148.2916667
148,15,9.958333333,0.225416667,NA,148.3125
148,16,9.991666667,0.225083333,0.0003677,148.3333333
148,17,10,0.225,0.0003422,148.3541667
148,18,10.1,0.22475,0.0005743,148.375
148,19,10.05,0.224,0.0004726,148.3958333
148,2,10.2875,0.226,0.0003557,148.0416667
148,20,9.95,0.224,0.0004628,148.4166667
148,21,9.8875,0.224,0.0003315,148.4375
148,22,9.8375,0.224,NA,148.4583333
148,23,9.7875,0.224125,0.0005377,148.4791667
148,3,10.2375,0.226,NA,148.0625
148,4,10.2,0.226,0.0005586,148.0833333
148,5,10.125,0.22525,0.0004132,148.1041667
148,6,10.075,0.225,0.0004136,148.125
148,7,9.983333333,0.225,0.000389,148.1458333
148,8,9.916666667,0.225,0.000383,148.1666667
148,9,9.9,0.225166667,0.0006349,148.1875
149,0,9.7375,0.224625,NA,149
149,1,9.7,0.22525,0.0004851,149.0208333
149,10,9.475,0.23575,0.0005729,149.2083333
149,11,9.5,0.2345,0.0005951,149.2291667
149,12,9.9,0.2325,NA,149.25
149,13,10.25,0.231,0.0006895,149.2708333
149,14,10.5,0.2305,0.00080065,149.2916667
149,15,10.75,0.2295,0.0009273,149.3125
149,16,11.05,0.2285,0.0010959,149.3333333
149,17,11.35,0.228,0.0007849,149.3541667
149,18,11.55,0.227,0.00072035,149.375
149,19,11.75,0.2265,0.001055,149.3958333
149,2,9.683333333,0.226333333,0.000422,149.0416667
149,20,11.8,0.226,0.0012745,149.4166667
149,21,11.9,0.232,NA,149.4375
149,22,12.05,0.2375,0.0018758,149.4583333
149,23,10.95,0.2365,0.0010475,149.4791667
149,3,9.616666667,0.227666667,0.0002821,149.0625
149,4,9.6,0.22875,0.000428,149.0833333
149,5,9.55,0.229,0.00054055,149.1041667
149,6,9.5,0.2295,0.0004386,149.125
149,7,9.5,0.232,0.00053065,149.1458333
149,8,9.5,0.23525,0.0003687,149.1666667
149,9,9.5,0.2365,0.00053395,149.1875
150,0,12.1,0.23475,0.0007204,150
150,1,12.1,0.2335,0.0005776,150.0208333
150,10,11.8,0.2265,NA,150.2083333
150,11,12,0.226,0.00066925,150.2291667
150,12,12.325,0.226,0.0006934,150.25
150,13,12.7,0.22525,0.0005915,150.2708333
150,14,13.2,0.225,0.0006717,150.2916667
150,15,13.45,0.225,0.00058485,150.3125
150,16,13.6,0.224,0.00077485,150.3333333
150,17,13.6,0.224,0.0005603,150.3541667
150,18,13.55,0.224,0.0007505,150.375
150,19,13.5,0.223,0.00065555,150.3958333
150,2,12.1,0.232,0.00086645,150.0416667
150,20,13.45,0.223,0.00050485,150.4166667
150,21,13.25,0.223,0.00078935,150.4375
150,22,12.9,0.223,0.0008578,150.4583333
150,23,12.4,0.2225,0.00072215,150.4791667
150,3,12.05,0.231,0.00077415,150.0625
150,4,12,0.23,0.0008522,150.0833333
150,5,11.9,0.2295,0.00074515,150.1041667
150,6,11.75,0.229,0.0009489,150.125
150,7,11.6,0.228,0.0006605,150.1458333
150,8,11.55,0.2275,0.0004823,150.1666667
150,9,11.675,0.227,0.00056,150.1875
151,0,12.35,0.222,0.0005772,151
151,1,12.05,0.222,0.0007375,151.0208333
151,10,10.7,0.221,0.00079035,151.2083333
151,11,11.3,0.22,0.0006631,151.2291667
151,12,12.2,0.22,0.000752,151.25
151,13,12.65,0.22,0.00079685,151.2708333
151,14,13.1,0.2205,0.0005799,151.2916667
151,15,12.775,0.2225,0.0006231,151.3125
151,16,12.6,0.223,0.00052995,151.3333333
151,17,12.75,0.223,0.00059985,151.3541667
151,18,12.8,0.223,0.0008287,151.375
151,19,12.45,0.223,0.0003985,151.3958333
151,2,11.75,0.222,0.0005313,151.0416667
151,20,12.2,0.223,0.0003853,151.4166667
151,21,11.875,0.22225,0.000594,151.4375
151,22,11.6,0.222,0.0004237,151.4583333
151,23,12.25,0.222,0.0006243,151.4791667
151,3,11.45,0.222,0.0005928,151.0625
151,4,11.2,0.221,0.0005057,151.0833333
151,5,10.9,0.221,0.00040105,151.1041667
151,6,10.5,0.221,0.00053575,151.125
151,7,10.35,0.221,0.00059015,151.1458333
151,8,10.6,0.221,0.0006859,151.1666667
151,9,10.8,0.221,0.0004987,151.1875
152,0,11.05,0.222,0.0006396,152
152,1,10.85,0.222,0.00065505,152.0208333
152,10,9.3875,0.220875,0.0004282,152.2083333
152,11,9.7375,0.220375,NA,152.2291667
152,12,10.1,0.22,0.0005161,152.25
152,13,10.65,0.22,0.0005329,152.2708333
152,14,11.175,0.22,0.0005092,152.2916667
152,15,11.5,0.22,0.00043455,152.3125
152,16,11.75,0.22,0.00067665,152.3333333
152,17,11.8,0.22,0.0006467,152.3541667
152,18,11.9,0.22,0.00063845,152.375
152,19,11.85,0.2195,0.00035295,152.3958333
152,2,10.63333333,0.221833333,0.0004878,152.0416667
152,20,11.85,0.219,0.0006179,152.4166667
152,21,11.75,0.219,0.0004325,152.4375
152,22,11.55,0.219,NA,152.4583333
152,23,11.35,0.219,0.0003011,152.4791667
152,3,10.36666667,0.221166667,0.0006839,152.0625
152,4,10,0.221,0.0005463,152.0833333
152,5,9.6,0.221,0.0007052,152.1041667
152,6,9.1,0.221,0.0004848,152.125
152,7,8.916666667,0.221,0.0004696,152.1458333
152,8,8.983333333,0.221,0.0004037,152.1666667
152,9,9.15,0.221,0.0002568,152.1875
153,0,11.4,0.219,0.00042255,153
153,1,11.3,0.219,0.0006565,153.0208333
153,10,11.05,0.218,0.0005242,153.2083333
153,11,11.4,0.218,0.00075965,153.2291667
153,12,11.8,0.218,0.0004091,153.25
153,13,12.15,0.218,0.0005964,153.2708333
153,14,12.6,0.218,0.0006147,153.2916667
153,15,12.95,0.218,0.00065605,153.3125
153,16,13.25,0.218,0.00052295,153.3333333
153,17,13.45,0.218,0.00074,153.3541667
153,18,13.55,0.218,0.000801,153.375
153,19,13.65,0.217,0.00062625,153.3958333
153,2,11.275,0.219,0.0006492,153.0416667
153,20,13.65,0.217,0.00083975,153.4166667
153,21,13.4,0.217,0.00073225,153.4375
153,22,13.125,0.217,0.0006034,153.4583333
153,23,12.15,0.217,0.0006896,153.4791667
153,3,11.15,0.219,0.0007526,153.0625
153,4,11,0.219,0.0007303,153.0833333
153,5,10.85,0.219,0.0005034,153.1041667
153,6,10.65,0.218,0.0008123,153.125
153,7,10.65,0.218,0.00063215,153.1458333
153,8,10.75,0.218,0.0007592,153.1666667
153,9,10.9,0.218,0.0006374,153.1875
154,0,12.85,0.217,0.0006133,154
154,1,12.65,0.217,0.00078255,154.0208333
154,10,11.55,0.216,0.0005953,154.2083333
154,11,11.85,0.216,0.0005105,154.2291667
154,12,12.4,0.216,0.00058355,154.25
154,13,12.55,0.216,0.0005655,154.2708333
154,14,12.6,0.216,0.00056455,154.2916667
154,15,12.65,0.216,0.00063275,154.3125
154,16,12.75,0.216,0.0005758,154.3333333
154,17,12.8,0.216,0.00058875,154.3541667
154,18,12.825,0.216,0.000506,154.375
154,19,12.85,0.216,0.0006721,154.3958333
154,2,12.45,0.217,0.0008939,154.0416667
154,20,12.75,0.216,0.00065865,154.4166667
154,21,12.6,0.216,0.00062045,154.4375
154,22,12.45,0.216,0.0007711,154.4583333
154,23,12.6,0.216,0.0004854,154.4791667
154,3,12.2,0.217,0.0005693,154.0625
154,4,11.95,0.217,0.00060845,154.0833333
154,5,11.75,0.217,0.0006307,154.1041667
154,6,11.65,0.217,0.0005944,154.125
154,7,11.6,0.217,0.00047285,154.1458333
154,8,11.5,0.2165,0.0004415,154.1666667
154,9,11.5,0.216,0.0005469,154.1875
155,0,12.1,0.215,0.00065765,155
155,1,11.95,0.215,0.00059195,155.0208333
155,10,11.45,0.215,0.0005061,155.2083333
155,11,11.71666667,0.215,0.0003633,155.2291667
155,12,12.18333333,0.215,0.0005217,155.25
155,13,12.7,0.215,0.00047575,155.2708333
155,14,13.15,0.215,0.0005034,155.2916667
155,15,13.3,0.215,0.0006344,155.3125
155,16,13.4,0.215,0.00070205,155.3333333
155,17,13.5,0.215,0.00061645,155.3541667
155,18,13.55,0.215,0.00070405,155.375
155,19,13.6,0.215,0.00067835,155.3958333
155,2,11.85,0.215,0.00070055,155.0416667
155,20,13.45,0.215,0.00063215,155.4166667
155,21,13.225,0.214,0.0005795,155.4375
155,22,12.95,0.214,0.0006945,155.4583333
155,23,12.5,0.214,0.00049865,155.4791667
155,3,11.8,0.215,0.0005975,155.0625
155,4,11.675,0.215,0.0004851,155.0833333
155,5,11.55,0.215,0.0006397,155.1041667
155,6,11.3,0.215,0.00069595,155.125
155,7,11.3,0.215,0.0005054,155.1458333
155,8,11.3,0.215,0.00043405,155.1666667
155,9,11.4,0.215,0.0004378,155.1875
156,0,12.7,0.214,0.00054065,156
156,1,12.55,0.214,0.0006927,156.0208333
156,10,11.7,0.214,0.00058565,156.2083333
156,11,12.1,0.214,0.0005854,156.2291667
156,12,12.6,0.214,0.0006475,156.25
156,13,12.9,0.214,0.00055625,156.2708333
156,14,12.95,0.214,0.0004844,156.2916667
156,15,12.95,0.214,0.00072455,156.3125
156,16,12.9,0.214,0.00050485,156.3333333
156,17,12.9,0.214,0.0005722,156.3541667
156,18,12.9,0.214,0.00058105,156.375
156,19,12.95,0.214,0.0006496,156.3958333
156,2,12.45,0.214,0.0007004,156.0416667
156,20,12.9,0.214,0.00053745,156.4166667
156,21,12.8,0.214,0.0004867,156.4375
156,22,12.65,0.214,0.00062715,156.4583333
156,23,12.475,0.214,0.0004199,156.4791667
156,3,12.35,0.214,0.0007717,156.0625
156,4,12.2,0.214,0.00064835,156.0833333
156,5,12.05,0.214,0.00050345,156.1041667
156,6,11.85,0.214,0.00061735,156.125
156,7,11.6,0.214,0.000578,156.1458333
156,8,11.6,0.214,0.000586,156.1666667
156,9,11.6,0.214,0.0005966,156.1875
157,0,12.35,0.214,0.0006547,157
157,1,12.3,0.214,0.00050375,157.0208333
157,10,11.55,0.213,0.0005681,157.2083333
157,11,11.85,0.213,0.0005729,157.2291667
157,12,12.3,0.213,0.00053415,157.25
157,13,12.7,0.213,0.00053555,157.2708333
157,14,13.2,0.213,0.00050815,157.2916667
157,15,13.55,0.213,0.0006289,157.3125
157,16,13.75,0.213,0.00053175,157.3333333
157,17,14,0.213,0.0004439,157.3541667
157,18,14.1,0.213,0.0004842,157.375
157,19,14.1,0.213,0.0007045,157.3958333
157,2,12.2,0.214,0.00056605,157.0416667
157,20,14.2,0.213,0.0005894,157.4166667
157,21,14.05,0.213,0.0008162,157.4375
157,22,13.7,0.213,0.0006164,157.4583333
157,23,13,0.213,0.0006684,157.4791667
157,3,12.15,0.213,0.0005161,157.0625
157,4,11.95,0.213,0.0006891,157.0833333
157,5,11.85,0.213,0.0004175,157.1041667
157,6,11.65,0.213,0.0007636,157.125
157,7,11.5,0.213,0.0005561,157.1458333
157,8,11.6,0.213,0.0004915,157.1666667
157,9,11.5,0.213,0.00056895,157.1875
158,0,13.3,0.213,0.0005932,158
158,1,13.2,0.213,0.00069285,158.0208333
158,10,12.35,0.213,0.00048825,158.2083333
158,11,12.6,0.213,0.0005694,158.2291667
158,12,13,0.21225,0.0005294,158.25
158,13,13.45,0.212,0.0005055,158.2708333
158,14,14.1,0.212,0.0005714,158.2916667
158,15,14.15,0.212,0.00051615,158.3125
158,16,14.1,0.212,0.0004551,158.3333333
158,17,14.15,0.212,0.0004904,158.3541667
158,18,14.3,0.212,0.00044965,158.375
158,19,14.35,0.212,0.0006684,158.3958333
158,2,13.15,0.213,0.0005835,158.0416667
158,20,14.2,0.212,0.00054035,158.4166667
158,21,14.05,0.212,0.0003889,158.4375
158,22,13.8,0.212,0.0008971,158.4583333
158,23,13.55,0.212,0.00086375,158.4791667
158,3,12.9,0.213,0.0004885,158.0625
158,4,12.75,0.213,0.00063175,158.0833333
158,5,12.65,0.213,0.0006518,158.1041667
158,6,12.55,0.213,0.0006147,158.125
158,7,12.4,0.213,0.00064395,158.1458333
158,8,12.3,0.213,0.0005086,158.1666667
158,9,12.3,0.213,0.0006975,158.1875
159,0,13.55,0.212,0.0006167,159
159,1,13.4,0.212,0.00052615,159.0208333
159,10,12.4,0.212,0.0004139,159.2083333
159,11,12.7,0.212,0.0006282,159.2291667
159,12,12.7,0.212,0.00050815,159.25
159,13,13.25,0.212,0.00046695,159.2708333
159,14,13.2,0.2115,0.0004862,159.2916667
159,15,12.75,0.211,0.000518,159.3125
159,16,12.9,0.211,0.00048955,159.3333333
159,17,12.9,0.211,0.00076725,159.3541667
159,18,12.9,0.211,0.0006313,159.375
159,19,13,0.211,0.0009467,159.3958333
159,2,13.25,0.212,0.00066155,159.0416667
159,20,13.1,0.211,0.001039,159.4166667
159,21,13,0.211,0.00070435,159.4375
159,22,13,0.211,0.0007612,159.4583333
159,23,12.9,0.211,0.0005871,159.4791667
159,3,13.1,0.212,0.00046055,159.0625
159,4,12.95,0.212,0.00054105,159.0833333
159,5,12.85,0.212,0.00065155,159.1041667
159,6,12.65,0.212,0.00056475,159.125
159,7,12.5,0.212,0.0005981,159.1458333
159,8,12.45,0.212,0.00048045,159.1666667
159,9,12.45,0.212,0.0004325,159.1875
160,0,12.9,0.211,0.00055765,160
160,1,12.9,0.211,0.00068925,160.0208333
160,10,12.3,0.231,0.00058745,160.2083333
160,11,12.35,0.2275,0.0005064,160.2291667
160,12,12.2,0.2255,0.0005572,160.25
160,13,12.2,0.2245,NA,160.2708333
160,14,12.2,0.2235,0.000747,160.2916667
160,15,12.175,0.22275,0.0007169,160.3125
160,16,12.1,0.222,0.0005598,160.3333333
160,17,12.1,0.222,0.00044855,160.3541667
160,18,12.1,0.221,0.00066655,160.375
160,19,12,0.221,0.0004565,160.3958333
160,2,12.8,0.211,0.0005326,160.0416667
160,20,12,0.221,0.0005188,160.4166667
160,21,11.95,0.22,0.00067345,160.4375
160,22,11.9,0.22,0.000772,160.4583333
160,23,11.875,0.22,0.0008226,160.4791667
