#,Species,Plot #,Substrate,Date (mmmdd) ,substrate (um),Activity (umol g-1 hr-1),activity/[S]
1491,TSCA,3,AP ,31-May,160,0.90603,0.0057
1851,TSCA,3,AP ,31-May,250,1.0763,0.0043
2211,TSCA,3,AP ,31-May,500,1.2113,0.0024
2571,TSCA,3,AP ,31-May,750,1.2871,0.0017
2931,TSCA,3,AP ,31-May,1000,1.2302,0.0012
52,TSCA,4,AP ,31-May,6,0.16031,0.0267
412,TSCA,4,AP ,31-May,30,0.45909,0.0153
772,TSCA,4,AP ,31-May,60,0.6856,0.0114
1132,TSCA,4,AP ,31-May,100,0.87103,0.0087
1492,TSCA,4,AP ,31-May,160,1.0066,0.0063
1852,TSCA,4,AP ,31-May,250,1.2691,0.0051
2212,TSCA,4,AP ,31-May,500,1.3515,0.0027
2572,TSCA,4,AP ,31-May,750,1.2845,0.0017
2932,TSCA,4,AP ,31-May,1000,0.98942,0.001
53,TSCA,5,AP ,31-May,6,0.24937,0.0416
413,TSCA,5,AP ,31-May,30,0.93927,0.0313
773,TSCA,5,AP ,31-May,60,1.5167,0.0253
1133,TSCA,5,AP ,31-May,100,2.2036,0.022
1493,TSCA,5,AP ,31-May,160,2.5441,0.0159
1853,TSCA,5,AP ,31-May,250,3.0465,0.0122
2213,TSCA,5,AP ,31-May,500,2.9531,0.0059
2573,TSCA,5,AP ,31-May,750,3.0219,0.004
2933,TSCA,5,AP ,31-May,1000,3.002,0.003
54,TSCA,6,AP ,31-May,6,0.19517,0.0325
414,TSCA,6,AP ,31-May,30,0.66057,0.022
774,TSCA,6,AP ,31-May,60,0.92759,0.0155
1134,TSCA,6,AP ,31-May,100,1.231,0.0123
1494,TSCA,6,AP ,31-May,160,1.3141,0.0082
1854,TSCA,6,AP ,31-May,250,1.4902,0.006
2214,TSCA,6,AP ,31-May,500,1.7223,0.0034
2574,TSCA,6,AP ,31-May,750,2.0439,0.0027
2934,TSCA,6,AP ,31-May,1000,1.5213,0.0015
55,FRAM,1,AP ,12-Aug,6,0.16422,0.0274
415,FRAM,1,AP ,12-Aug,30,0.51478,0.0172
775,FRAM,1,AP ,12-Aug,60,0.76081,0.0127
1135,FRAM,1,AP ,12-Aug,100,0.71803,0.0072
1495,FRAM,1,AP ,12-Aug,160,1.0339,0.0065
1855,FRAM,1,AP ,12-Aug,250,1.0507,0.0042
2215,FRAM,1,AP ,12-Aug,500,1.1038,0.0022
2575,FRAM,1,AP ,12-Aug,750,0.65024,0.0009
2935,FRAM,1,AP ,12-Aug,1000,0.71405,0.0007
56,FRAM,2,AP ,12-Aug,6,0.19645,0.0327
416,FRAM,2,AP ,12-Aug,30,0.6603,0.022
776,FRAM,2,AP ,12-Aug,60,0.97682,0.0163
1136,FRAM,2,AP ,12-Aug,100,1.0504,0.0105
1496,FRAM,2,AP ,12-Aug,160,1.3659,0.0085
1856,FRAM,2,AP ,12-Aug,250,1.4138,0.0057
2216,FRAM,2,AP ,12-Aug,500,1.4883,0.003
2576,FRAM,2,AP ,12-Aug,750,1.2749,0.0017
2936,FRAM,2,AP ,12-Aug,1000,1.0886,0.0011
57,FRAM,3,AP ,12-Aug,6,0.3179,0.053
417,FRAM,3,AP ,12-Aug,30,0.91978,0.0307
777,FRAM,3,AP ,12-Aug,60,1.3556,0.0226
1137,FRAM,3,AP ,12-Aug,100,1.7594,0.0176
1497,FRAM,3,AP ,12-Aug,160,2.485,0.0155
1857,FRAM,3,AP ,12-Aug,250,2.9339,0.0117
2217,FRAM,3,AP ,12-Aug,500,3.3992,0.0068
2577,FRAM,3,AP ,12-Aug,750,3.3531,0.0045
2937,FRAM,3,AP ,12-Aug,1000,4.0797,0.0041
58,FRAM,4,AP ,12-Aug,6,0.30908,0.0515
418,FRAM,4,AP ,12-Aug,30,0.92422,0.0308
778,FRAM,4,AP ,12-Aug,60,1.4566,0.0243
1138,FRAM,4,AP ,12-Aug,100,1.7918,0.0179
1498,FRAM,4,AP ,12-Aug,160,2.1726,0.0136
1858,FRAM,4,AP ,12-Aug,250,2.5454,0.0102
2218,FRAM,4,AP ,12-Aug,500,3.1655,0.0063
2578,FRAM,4,AP ,12-Aug,750,2.832,0.0038
2938,FRAM,4,AP ,12-Aug,1000,2.8819,0.0029
59,FRAM,5,AP ,12-Aug,6,0.20806,0.0347
419,FRAM,5,AP ,12-Aug,30,0.58291,0.0194
779,FRAM,5,AP ,12-Aug,60,0.81834,0.0136
1139,FRAM,5,AP ,12-Aug,100,0.98124,0.0098
1499,FRAM,5,AP ,12-Aug,160,1.139,0.0071
1859,FRAM,5,AP ,12-Aug,250,1.1587,0.0046
2219,FRAM,5,AP ,12-Aug,500,1.2334,0.0025
2579,FRAM,5,AP ,12-Aug,750,1.3862,0.0018
2939,FRAM,5,AP ,12-Aug,1000,1.1872,0.0012
60,FRAM,6,AP ,12-Aug,6,0.26447,0.0441
420,FRAM,6,AP ,12-Aug,30,0.97267,0.0324
780,FRAM,6,AP ,12-Aug,60,1.436,0.0239
1140,FRAM,6,AP ,12-Aug,100,1.831,0.0183
1500,FRAM,6,AP ,12-Aug,160,2.4545,0.0153
1860,FRAM,6,AP ,12-Aug,250,2.5922,0.0104
2220,FRAM,6,AP ,12-Aug,500,2.9708,0.0059
2580,FRAM,6,AP ,12-Aug,750,2.5002,0.0033
2940,FRAM,6,AP ,12-Aug,1000,2.4977,0.0025
61,QURU,1,AP ,12-Aug,6,0.20659,0.0344
421,QURU,1,AP ,12-Aug,30,0.6916,0.0231
781,QURU,1,AP ,12-Aug,60,0.87893,0.0146
1141,QURU,1,AP ,12-Aug,100,1.0169,0.0102
1501,QURU,1,AP ,12-Aug,160,1.2022,0.0075
1861,QURU,1,AP ,12-Aug,250,1.3517,0.0054
2221,QURU,1,AP ,12-Aug,500,1.443,0.0029
2581,QURU,1,AP ,12-Aug,750,1.8121,0.0024
2941,QURU,1,AP ,12-Aug,1000,1.6957,0.0017
62,QURU,2,AP ,12-Aug,6,0.23637,0.0394
422,QURU,2,AP ,12-Aug,30,0.96486,0.0322
782,QURU,2,AP ,12-Aug,60,1.2789,0.0213
1142,QURU,2,AP ,12-Aug,100,1.8823,0.0188
1502,QURU,2,AP ,12-Aug,160,2.097,0.0131
1862,QURU,2,AP ,12-Aug,250,2.6199,0.0105
2222,QURU,2,AP ,12-Aug,500,3.056,0.0061
2582,QURU,2,AP ,12-Aug,750,3.0921,0.0041
2942,QURU,2,AP ,12-Aug,1000,3.298,0.0033
63,QURU,3,AP ,12-Aug,6,0.21137,0.0352
423,QURU,3,AP ,12-Aug,30,0.70448,0.0235
783,QURU,3,AP ,12-Aug,60,1.2248,0.0204
1143,QURU,3,AP ,12-Aug,100,1.9049,0.019
1503,QURU,3,AP ,12-Aug,160,2.2694,0.0142
1863,QURU,3,AP ,12-Aug,250,2.8008,0.0112
2223,QURU,3,AP ,12-Aug,500,2.7153,0.0054
2583,QURU,3,AP ,12-Aug,750,3.3151,0.0044
2943,QURU,3,AP ,12-Aug,1000,3.9277,0.0039
64,QURU,4,AP ,12-Aug,6,0.19308,0.0322
424,QURU,4,AP ,12-Aug,30,0.81171,0.0271
784,QURU,4,AP ,12-Aug,60,1.3977,0.0233
1144,QURU,4,AP ,12-Aug,100,1.8234,0.0182
1504,QURU,4,AP ,12-Aug,160,2.2907,0.0143
1864,QURU,4,AP ,12-Aug,250,2.6056,0.0104
2224,QURU,4,AP ,12-Aug,500,3.1461,0.0063
2584,QURU,4,AP ,12-Aug,750,3.1086,0.0041
2944,QURU,4,AP ,12-Aug,1000,3.171,0.0032
65,QURU,5,AP ,12-Aug,6,0.19607,0.0327
425,QURU,5,AP ,12-Aug,30,0.74155,0.0247
785,QURU,5,AP ,12-Aug,60,1.1924,0.0199
1145,QURU,5,AP ,12-Aug,100,1.4429,0.0144
1505,QURU,5,AP ,12-Aug,160,1.6473,0.0103
1865,QURU,5,AP ,12-Aug,250,1.6099,0.0064
2225,QURU,5,AP ,12-Aug,500,1.8671,0.0037
2585,QURU,5,AP ,12-Aug,750,1.9773,0.0026
2945,QURU,5,AP ,12-Aug,1000,2.2712,0.0023
66,QURU,6,AP ,12-Aug,6,0.16624,0.0277
426,QURU,6,AP ,12-Aug,30,0.47129,0.0157
786,QURU,6,AP ,12-Aug,60,0.78912,0.0132
1146,QURU,6,AP ,12-Aug,100,0.93102,0.0093
1506,QURU,6,AP ,12-Aug,160,0.97708,0.0061
1866,QURU,6,AP ,12-Aug,250,1.4211,0.0057
2226,QURU,6,AP ,12-Aug,500,1.3519,0.0027
2586,QURU,6,AP ,12-Aug,750,1.5933,0.0021
2946,QURU,6,AP ,12-Aug,1000,1.2849,0.0013
67,TSCA,1,AP ,12-Aug,6,0.17907,0.0298
427,TSCA,1,AP ,12-Aug,30,0.62368,0.0208
787,TSCA,1,AP ,12-Aug,60,0.71444,0.0119
1147,TSCA,1,AP ,12-Aug,100,1.2022,0.012
1507,TSCA,1,AP ,12-Aug,160,1.7527,0.011
1867,TSCA,1,AP ,12-Aug,250,1.7673,0.0071
2227,TSCA,1,AP ,12-Aug,500,1.8207,0.0036
2587,TSCA,1,AP ,12-Aug,750,2.1257,0.0028
2947,TSCA,1,AP ,12-Aug,1000,2.0704,0.0021
68,TSCA,2,AP ,12-Aug,6,0.15937,0.0266
428,TSCA,2,AP ,12-Aug,30,0.45142,0.015
788,TSCA,2,AP ,12-Aug,60,0.70972,0.0118
1148,TSCA,2,AP ,12-Aug,100,0.94521,0.0095
1508,TSCA,2,AP ,12-Aug,160,1.3694,0.0086
1868,TSCA,2,AP ,12-Aug,250,1.7763,0.0071
2228,TSCA,2,AP ,12-Aug,500,2.0635,0.0041
2588,TSCA,2,AP ,12-Aug,750,3.2835,0.0044
2948,TSCA,2,AP ,12-Aug,1000,2.6948,0.0027
69,TSCA,3,AP ,12-Aug,6,0.13389,0.0223
429,TSCA,3,AP ,12-Aug,30,0.47515,0.0158
789,TSCA,3,AP ,12-Aug,60,0.73742,0.0123
1149,TSCA,3,AP ,12-Aug,100,1.0316,0.0103
1509,TSCA,3,AP ,12-Aug,160,1.0517,0.0066
1869,TSCA,3,AP ,12-Aug,250,1.3531,0.0054
2229,TSCA,3,AP ,12-Aug,500,1.7192,0.0034
2589,TSCA,3,AP ,12-Aug,750,1.9325,0.0026
2949,TSCA,3,AP ,12-Aug,1000,1.9971,0.002
70,TSCA,4,AP ,12-Aug,6,0.20738,0.0346
430,TSCA,4,AP ,12-Aug,30,0.74456,0.0248
790,TSCA,4,AP ,12-Aug,60,1.1779,0.0196
1150,TSCA,4,AP ,12-Aug,100,1.5023,0.015
1510,TSCA,4,AP ,12-Aug,160,1.7381,0.0109
1870,TSCA,4,AP ,12-Aug,250,1.9741,0.0079
2230,TSCA,4,AP ,12-Aug,500,2.5976,0.0052
2590,TSCA,4,AP ,12-Aug,750,2.2206,0.003
2950,TSCA,4,AP ,12-Aug,1000,2.7037,0.0027
71,TSCA,5,AP ,12-Aug,6,0.26778,0.0446
431,TSCA,5,AP ,12-Aug,30,1.0119,0.0337
791,TSCA,5,AP ,12-Aug,60,1.5796,0.0263
1151,TSCA,5,AP ,12-Aug,100,2.0654,0.0207
1511,TSCA,5,AP ,12-Aug,160,2.5361,0.0159
1871,TSCA,5,AP ,12-Aug,250,3.2949,0.0132
2231,TSCA,5,AP ,12-Aug,500,3.9425,0.0079
2591,TSCA,5,AP ,12-Aug,750,3.9764,0.0053
2951,TSCA,5,AP ,12-Aug,1000,4.0405,0.004
72,TSCA,6,AP ,12-Aug,6,0.42527,0.0709
432,TSCA,6,AP ,12-Aug,30,1.4673,0.0489
792,TSCA,6,AP ,12-Aug,60,2.3666,0.0394
1152,TSCA,6,AP ,12-Aug,100,3.5238,0.0352
1512,TSCA,6,AP ,12-Aug,160,4.7425,0.0296
1872,TSCA,6,AP ,12-Aug,250,5.766,0.0231
2232,TSCA,6,AP ,12-Aug,500,7.3737,0.0147
2592,TSCA,6,AP ,12-Aug,750,9.2592,0.0123
2952,TSCA,6,AP ,12-Aug,1000,8.3344,0.0083
79,QURU,1,AP ,19-Oct,6,0.16768,0.0279
439,QURU,1,AP ,19-Oct,30,0.65858,0.022
799,QURU,1,AP ,19-Oct,60,1.031,0.0172
1159,QURU,1,AP ,19-Oct,100,1.4114,0.0141
1519,QURU,1,AP ,19-Oct,160,1.749,0.0109
1879,QURU,1,AP ,19-Oct,250,1.9476,0.0078
2239,QURU,1,AP ,19-Oct,500,2.1211,0.0042
2599,QURU,1,AP ,19-Oct,750,2.2706,0.003
2959,QURU,1,AP ,19-Oct,1000,1.9844,0.002
80,QURU,2,AP ,19-Oct,6,0.12992,0.0217
440,QURU,2,AP ,19-Oct,30,0.46466,0.0155
800,QURU,2,AP ,19-Oct,60,0.69625,0.0116
1160,QURU,2,AP ,19-Oct,100,0.87965,0.0088
1520,QURU,2,AP ,19-Oct,160,1.0949,0.0068
1880,QURU,2,AP ,19-Oct,250,1.2259,0.0049
2240,QURU,2,AP ,19-Oct,500,1.3584,0.0027
2600,QURU,2,AP ,19-Oct,750,1.4944,0.002
2960,QURU,2,AP ,19-Oct,1000,1.6767,0.0017
81,QURU,3,AP ,19-Oct,6,0.088207,0.0147
441,QURU,3,AP ,19-Oct,30,0.32016,0.0107
801,QURU,3,AP ,19-Oct,60,0.36538,0.0061
1161,QURU,3,AP ,19-Oct,100,0.68118,0.0068
1521,QURU,3,AP ,19-Oct,160,0.70495,0.0044
1881,QURU,3,AP ,19-Oct,250,0.95449,0.0038
2241,QURU,3,AP ,19-Oct,500,0.69738,0.0014
2601,QURU,3,AP ,19-Oct,750,0.68942,0.0009
2961,QURU,3,AP ,19-Oct,1000,0.77566,0.0008
82,QURU,4,AP ,19-Oct,6,0.11767,0.0196
442,QURU,4,AP ,19-Oct,30,0.43073,0.0144
802,QURU,4,AP ,19-Oct,60,0.81555,0.0136
1162,QURU,4,AP ,19-Oct,100,1.0424,0.0104
1522,QURU,4,AP ,19-Oct,160,1.3761,0.0086
1882,QURU,4,AP ,19-Oct,250,1.7335,0.0069
2242,QURU,4,AP ,19-Oct,500,1.9567,0.0039
2602,QURU,4,AP ,19-Oct,750,1.9064,0.0025
2962,QURU,4,AP ,19-Oct,1000,2.0889,0.0021
83,QURU,5,AP ,19-Oct,6,0.15549,0.0259
443,QURU,5,AP ,19-Oct,30,0.63335,0.0211
803,QURU,5,AP ,19-Oct,60,1.0928,0.0182
1163,QURU,5,AP ,19-Oct,100,1.4888,0.0149
1523,QURU,5,AP ,19-Oct,160,1.8266,0.0114
1883,QURU,5,AP ,19-Oct,250,2.0779,0.0083
2243,QURU,5,AP ,19-Oct,500,2.5074,0.005
2603,QURU,5,AP ,19-Oct,750,2.3029,0.0031
2963,QURU,5,AP ,19-Oct,1000,2.6308,0.0026
84,QURU,6,AP ,19-Oct,6,0.1337,0.0223
444,QURU,6,AP ,19-Oct,30,0.58335,0.0194
804,QURU,6,AP ,19-Oct,60,0.92638,0.0154
1164,QURU,6,AP ,19-Oct,100,1.1077,0.0111
1524,QURU,6,AP ,19-Oct,160,1.5795,0.0099
1884,QURU,6,AP ,19-Oct,250,1.694,0.0068
2244,QURU,6,AP ,19-Oct,500,1.9172,0.0038
2604,QURU,6,AP ,19-Oct,750,1.7905,0.0024
2964,QURU,6,AP ,19-Oct,1000,2.1571,0.0022
85,TSCA,1,AP ,19-Oct,6,0.081564,0.0136
445,TSCA,1,AP ,19-Oct,30,0.29141,0.0097
805,TSCA,1,AP ,19-Oct,60,0.38974,0.0065
1165,TSCA,1,AP ,19-Oct,100,0.49108,0.0049
1525,TSCA,1,AP ,19-Oct,160,0.59475,0.0037
1885,TSCA,1,AP ,19-Oct,250,NaN,#VALUE!
2245,TSCA,1,AP ,19-Oct,500,NaN,#VALUE!
2605,TSCA,1,AP ,19-Oct,750,NaN,#VALUE!
2965,TSCA,1,AP ,19-Oct,1000,NaN,#VALUE!
86,TSCA,2,AP ,19-Oct,6,0.080842,0.0135
446,TSCA,2,AP ,19-Oct,30,0.31499,0.0105
806,TSCA,2,AP ,19-Oct,60,0.57519,0.0096
1166,TSCA,2,AP ,19-Oct,100,0.70702,0.0071
1526,TSCA,2,AP ,19-Oct,160,0.82968,0.0052
1886,TSCA,2,AP ,19-Oct,250,NaN,#VALUE!
2246,TSCA,2,AP ,19-Oct,500,NaN,#VALUE!
2606,TSCA,2,AP ,19-Oct,750,NaN,#VALUE!
2966,TSCA,2,AP ,19-Oct,1000,NaN,#VALUE!
87,TSCA,3,AP ,19-Oct,6,0.149,0.0248
447,TSCA,3,AP ,19-Oct,30,0.50669,0.0169
807,TSCA,3,AP ,19-Oct,60,0.74884,0.0125
1167,TSCA,3,AP ,19-Oct,100,0.95275,0.0095
1527,TSCA,3,AP ,19-Oct,160,1.2732,0.008
1887,TSCA,3,AP ,19-Oct,250,1.3245,0.0053
2247,TSCA,3,AP ,19-Oct,500,1.5504,0.0031
2607,TSCA,3,AP ,19-Oct,750,1.9206,0.0026
2967,TSCA,3,AP ,19-Oct,1000,1.7137,0.0017
88,TSCA,4,AP ,19-Oct,6,0.12034,0.0201
448,TSCA,4,AP ,19-Oct,30,0.45871,0.0153
808,TSCA,4,AP ,19-Oct,60,0.63188,0.0105
1168,TSCA,4,AP ,19-Oct,100,0.75306,0.0075
1528,TSCA,4,AP ,19-Oct,160,1.0531,0.0066
1888,TSCA,4,AP ,19-Oct,250,1.1344,0.0045
2248,TSCA,4,AP ,19-Oct,500,1.3136,0.0026
2608,TSCA,4,AP ,19-Oct,750,1.2307,0.0016
2968,TSCA,4,AP ,19-Oct,1000,1.4649,0.0015
89,TSCA,5,AP ,19-Oct,6,0.12527,0.0209
449,TSCA,5,AP ,19-Oct,30,0.33075,0.011
809,TSCA,5,AP ,19-Oct,60,0.61276,0.0102
1169,TSCA,5,AP ,19-Oct,100,0.88008,0.0088
1529,TSCA,5,AP ,19-Oct,160,1.1842,0.0074
1889,TSCA,5,AP ,19-Oct,250,1.2049,0.0048
2249,TSCA,5,AP ,19-Oct,500,1.3232,0.0026
2609,TSCA,5,AP ,19-Oct,750,1.284,0.0017
2969,TSCA,5,AP ,19-Oct,1000,1.5079,0.0015
90,TSCA,6,AP ,19-Oct,6,0.15206,0.0253
450,TSCA,6,AP ,19-Oct,30,0.5199,0.0173
810,TSCA,6,AP ,19-Oct,60,0.66602,0.0111
1170,TSCA,6,AP ,19-Oct,100,0.995,0.01
1530,TSCA,6,AP ,19-Oct,160,1.2965,0.0081
1890,TSCA,6,AP ,19-Oct,250,1.476,0.0059
2250,TSCA,6,AP ,19-Oct,500,1.6597,0.0033
2610,TSCA,6,AP ,19-Oct,750,1.867,0.0025
2970,TSCA,6,AP ,19-Oct,1000,1.6025,0.0016
73,FRAM,1,AP ,15-Nov,6,0.12876,0.0215
433,FRAM,1,AP ,15-Nov,30,0.34437,0.0115
793,FRAM,1,AP ,15-Nov,60,0.44454,0.0074
1153,FRAM,1,AP ,15-Nov,100,0.5204,0.0052
1513,FRAM,1,AP ,15-Nov,160,0.56753,0.0035
1873,FRAM,1,AP ,15-Nov,250,0.65843,0.0026
2233,FRAM,1,AP ,15-Nov,500,0.7173,0.0014
2593,FRAM,1,AP ,15-Nov,750,0.71418,0.001
2953,FRAM,1,AP ,15-Nov,1000,0.81811,0.0008
74,FRAM,2,AP ,15-Nov,6,0.14045,0.0234
434,FRAM,2,AP ,15-Nov,30,0.40317,0.0134
794,FRAM,2,AP ,15-Nov,60,0.56547,0.0094
1154,FRAM,2,AP ,15-Nov,100,0.59482,0.0059
1514,FRAM,2,AP ,15-Nov,160,0.75259,0.0047
1874,FRAM,2,AP ,15-Nov,250,0.72931,0.0029
2234,FRAM,2,AP ,15-Nov,500,0.79738,0.0016
2594,FRAM,2,AP ,15-Nov,750,0.82056,0.0011
2954,FRAM,2,AP ,15-Nov,1000,0.8855,0.0009
75,FRAM,3,AP ,15-Nov,6,0.15483,0.0258
435,FRAM,3,AP ,15-Nov,30,0.50531,0.0168
795,FRAM,3,AP ,15-Nov,60,0.71458,0.0119
1155,FRAM,3,AP ,15-Nov,100,0.87834,0.0088
1515,FRAM,3,AP ,15-Nov,160,0.98725,0.0062
1875,FRAM,3,AP ,15-Nov,250,1.0132,0.0041
2235,FRAM,3,AP ,15-Nov,500,1.1201,0.0022
2595,FRAM,3,AP ,15-Nov,750,1.1436,0.0015
2955,FRAM,3,AP ,15-Nov,1000,1.2457,0.0012
76,FRAM,4,AP ,15-Nov,6,0.14302,0.0238
436,FRAM,4,AP ,15-Nov,30,0.53558,0.0179
796,FRAM,4,AP ,15-Nov,60,0.78419,0.0131
1156,FRAM,4,AP ,15-Nov,100,1.0982,0.011
1516,FRAM,4,AP ,15-Nov,160,1.1817,0.0074
1876,FRAM,4,AP ,15-Nov,250,1.5077,0.006
2236,FRAM,4,AP ,15-Nov,500,1.8101,0.0036
2596,FRAM,4,AP ,15-Nov,750,1.8688,0.0025
2956,FRAM,4,AP ,15-Nov,1000,1.7305,0.0017
77,FRAM,5,AP ,15-Nov,6,0.1477,0.0246
437,FRAM,5,AP ,15-Nov,30,0.63696,0.0212
797,FRAM,5,AP ,15-Nov,60,1.1702,0.0195
1157,FRAM,5,AP ,15-Nov,100,1.5531,0.0155
1517,FRAM,5,AP ,15-Nov,160,2.0216,0.0126
1877,FRAM,5,AP ,15-Nov,250,2.5618,0.0102
2237,FRAM,5,AP ,15-Nov,500,3.1675,0.0063
2597,FRAM,5,AP ,15-Nov,750,3.2344,0.0043
2957,FRAM,5,AP ,15-Nov,1000,3.3209,0.0033
78,FRAM,6,AP ,15-Nov,6,0.15506,0.0258
438,FRAM,6,AP ,15-Nov,30,0.58801,0.0196
798,FRAM,6,AP ,15-Nov,60,0.92599,0.0154
1158,FRAM,6,AP ,15-Nov,100,1.2098,0.0121
1518,FRAM,6,AP ,15-Nov,160,1.437,0.009
1878,FRAM,6,AP ,15-Nov,250,1.7316,0.0069
2238,FRAM,6,AP ,15-Nov,500,1.9102,0.0038
2598,FRAM,6,AP ,15-Nov,750,2.0323,0.0027
2958,FRAM,6,AP ,15-Nov,1000,1.8214,0.0018
181,FRAM,1,BG ,1-Mar,3,0.11758,0.0392
541,FRAM,1,BG ,1-Mar,15,0.29696,0.0198
901,FRAM,1,BG ,1-Mar,30,0.49564,0.0165
1261,FRAM,1,BG ,1-Mar,60,0.55958,0.0093
1621,FRAM,1,BG ,1-Mar,85,0.68891,0.0081
1981,FRAM,1,BG ,1-Mar,150,0.63867,0.0043
2341,FRAM,1,BG ,1-Mar,250,0.8847,0.0035
2701,FRAM,1,BG ,1-Mar,375,0.94762,0.0025
3061,FRAM,1,BG ,1-Mar,500,1.0507,0.0021
182,FRAM,2,BG ,1-Mar,3,0.12856,0.0429
542,FRAM,2,BG ,1-Mar,15,0.32627,0.0218
902,FRAM,2,BG ,1-Mar,30,0.55403,0.0185
1262,FRAM,2,BG ,1-Mar,60,0.77633,0.0129
1622,FRAM,2,BG ,1-Mar,85,0.93367,0.011
1982,FRAM,2,BG ,1-Mar,150,1.0372,0.0069
2342,FRAM,2,BG ,1-Mar,250,1.3464,0.0054
2702,FRAM,2,BG ,1-Mar,375,1.7267,0.0046
3062,FRAM,2,BG ,1-Mar,500,1.6902,0.0034
183,FRAM,3,BG ,1-Mar,3,0.11353,0.0378
543,FRAM,3,BG ,1-Mar,15,0.36807,0.0245
903,FRAM,3,BG ,1-Mar,30,0.59301,0.0198
1263,FRAM,3,BG ,1-Mar,60,0.91497,0.0152
1623,FRAM,3,BG ,1-Mar,85,1.467,0.0173
1983,FRAM,3,BG ,1-Mar,150,1.4053,0.0094
2343,FRAM,3,BG ,1-Mar,250,2.0253,0.0081
2703,FRAM,3,BG ,1-Mar,375,2.0461,0.0055
3063,FRAM,3,BG ,1-Mar,500,2.3362,0.0047
184,FRAM,4,BG ,1-Mar,3,0.17255,0.0575
544,FRAM,4,BG ,1-Mar,15,0.66802,0.0445
904,FRAM,4,BG ,1-Mar,30,0.986,0.0329
1264,FRAM,4,BG ,1-Mar,60,1.7943,0.0299
1624,FRAM,4,BG ,1-Mar,85,2.1467,0.0253
1984,FRAM,4,BG ,1-Mar,150,2.4153,0.0161
2344,FRAM,4,BG ,1-Mar,250,2.712,0.0108
2704,FRAM,4,BG ,1-Mar,375,2.993,0.008
3064,FRAM,4,BG ,1-Mar,500,3.0303,0.0061
185,FRAM,5,BG ,1-Mar,3,0.08958,0.0299
545,FRAM,5,BG ,1-Mar,15,0.42192,0.0281
905,FRAM,5,BG ,1-Mar,30,0.78977,0.0263
1265,FRAM,5,BG ,1-Mar,60,1.1176,0.0186
1625,FRAM,5,BG ,1-Mar,85,1.7831,0.021
1985,FRAM,5,BG ,1-Mar,150,2.1147,0.0141
2345,FRAM,5,BG ,1-Mar,250,2.3189,0.0093
2705,FRAM,5,BG ,1-Mar,375,2.8228,0.0075
3065,FRAM,5,BG ,1-Mar,500,3.6864,0.0074
186,FRAM,6,BG ,1-Mar,3,0.10305,0.0344
546,FRAM,6,BG ,1-Mar,15,0.34151,0.0228
906,FRAM,6,BG ,1-Mar,30,0.4236,0.0141
1266,FRAM,6,BG ,1-Mar,60,0.59497,0.0099
1626,FRAM,6,BG ,1-Mar,85,0.71166,0.0084
1986,FRAM,6,BG ,1-Mar,150,0.80975,0.0054
2346,FRAM,6,BG ,1-Mar,250,1.0014,0.004
2706,FRAM,6,BG ,1-Mar,375,1.0594,0.0028
3066,FRAM,6,BG ,1-Mar,500,1.067,0.0021
187,QURU,1,BG ,1-Mar,3,0.043071,0.0144
547,QURU,1,BG ,1-Mar,15,0.099689,0.0066
907,QURU,1,BG ,1-Mar,30,0.10045,0.0033
1267,QURU,1,BG ,1-Mar,60,0.14378,0.0024
1627,QURU,1,BG ,1-Mar,85,0.16496,0.0019
1987,QURU,1,BG ,1-Mar,150,0.2561,0.0017
2347,QURU,1,BG ,1-Mar,250,0.23881,0.001
2707,QURU,1,BG ,1-Mar,375,0.17229,0.0005
3067,QURU,1,BG ,1-Mar,500,0.28116,0.0006
188,QURU,2,BG ,1-Mar,3,0.081664,0.0272
548,QURU,2,BG ,1-Mar,15,0.24717,0.0165
908,QURU,2,BG ,1-Mar,30,0.2582,0.0086
1268,QURU,2,BG ,1-Mar,60,0.37961,0.0063
1628,QURU,2,BG ,1-Mar,85,0.50238,0.0059
1988,QURU,2,BG ,1-Mar,150,0.402,0.0027
2348,QURU,2,BG ,1-Mar,250,0.46292,0.0019
2708,QURU,2,BG ,1-Mar,375,0.52098,0.0014
3068,QURU,2,BG ,1-Mar,500,0.46218,0.0009
189,QURU,3,BG ,1-Mar,3,0.068688,0.0229
549,QURU,3,BG ,1-Mar,15,0.27015,0.018
909,QURU,3,BG ,1-Mar,30,0.31652,0.0106
1269,QURU,3,BG ,1-Mar,60,0.44778,0.0075
1629,QURU,3,BG ,1-Mar,85,0.49557,0.0058
1989,QURU,3,BG ,1-Mar,150,0.44326,0.003
2349,QURU,3,BG ,1-Mar,250,0.55255,0.0022
2709,QURU,3,BG ,1-Mar,375,0.62607,0.0017
3069,QURU,3,BG ,1-Mar,500,0.57972,0.0012
190,QURU,4,BG ,1-Mar,3,0.067258,0.0224
550,QURU,4,BG ,1-Mar,15,0.20978,0.014
910,QURU,4,BG ,1-Mar,30,0.31193,0.0104
1270,QURU,4,BG ,1-Mar,60,0.50129,0.0084
1630,QURU,4,BG ,1-Mar,85,0.53738,0.0063
1990,QURU,4,BG ,1-Mar,150,0.57126,0.0038
2350,QURU,4,BG ,1-Mar,250,0.59205,0.0024
2710,QURU,4,BG ,1-Mar,375,0.71498,0.0019
3070,QURU,4,BG ,1-Mar,500,0.76581,0.0015
191,QURU,5,BG ,1-Mar,3,0.063384,0.0211
